[12:02:27] [Model]: Loading erfan226/persian-t5-paraphraser...                                    3900279738.py:115
                                                                                                                   
[12:02:35] [Data]: Reading data...                                                                3900279738.py:126
                                                                                                                   
FULL Dataset: (1488792, 2)
TRAIN Dataset: (1487303, 2)
TEST Dataset: (1489, 2)

[12:02:36] [Initiating Fine Tuning]...                                                            3900279738.py:175
 
                               Training Status                               
+---------------------------------------------------------------------------+
|Epoch | Steps |                            Loss                            |
|  1   |  970  | tensor(2.5988, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   |  980  | tensor(2.7493, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   |  990  | tensor(2.6477, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1000  | tensor(2.8578, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1010  | tensor(2.6476, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1020  | tensor(2.9317, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1030  | tensor(2.8268, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1040  | tensor(2.6185, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1050  | tensor(2.7348, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1060  | tensor(2.6188, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1070  | tensor(2.9149, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1080  | tensor(2.7874, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1090  | tensor(2.6647, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1100  | tensor(2.8222, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1110  | tensor(2.9236, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1120  | tensor(2.6778, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1130  | tensor(2.5464, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1140  | tensor(2.7521, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1150  | tensor(2.4731, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1160  | tensor(2.7054, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1170  | tensor(2.4766, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1180  | tensor(2.5870, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1190  | tensor(2.6797, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1200  | tensor(2.6173, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1210  | tensor(2.8727, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1220  | tensor(2.6454, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1230  | tensor(2.7313, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1240  | tensor(2.8725, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1250  | tensor(2.8204, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1260  | tensor(2.4511, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1270  | tensor(2.7015, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1280  | tensor(2.6689, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1290  | tensor(2.7333, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1300  | tensor(2.5571, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1310  | tensor(2.9669, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1320  | tensor(2.5870, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1330  | tensor(2.4791, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1340  | tensor(2.7780, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1350  | tensor(2.5217, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1360  | tensor(2.7413, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1370  | tensor(2.8542, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1380  | tensor(2.5796, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1390  | tensor(2.6094, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1400  | tensor(2.7280, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1410  | tensor(2.5374, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1420  | tensor(2.7714, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1430  | tensor(2.7733, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1440  | tensor(2.3315, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1450  | tensor(2.8009, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1460  | tensor(2.8222, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1470  | tensor(2.7454, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1480  | tensor(2.5454, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1490  | tensor(2.6027, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1500  | tensor(2.6810, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1510  | tensor(2.8101, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1520  | tensor(2.8835, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1530  | tensor(2.6721, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1540  | tensor(2.6515, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1550  | tensor(2.5758, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1560  | tensor(2.7137, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1570  | tensor(2.7652, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1580  | tensor(2.8997, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1590  | tensor(2.5696, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1600  | tensor(2.7653, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1610  | tensor(2.6877, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1620  | tensor(2.7464, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1630  | tensor(2.5631, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1640  | tensor(2.6580, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1650  | tensor(2.8416, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1660  | tensor(2.7674, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1670  | tensor(2.8430, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1680  | tensor(2.4146, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1690  | tensor(2.6240, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1700  | tensor(2.8027, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1710  | tensor(2.7512, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1720  | tensor(2.7424, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1730  | tensor(2.6872, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1740  | tensor(2.6580, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1750  | tensor(2.6665, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1760  | tensor(2.8341, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1770  | tensor(2.6883, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1780  | tensor(2.8929, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1790  | tensor(2.6426, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1800  | tensor(2.8420, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1810  | tensor(2.6646, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1820  | tensor(2.7232, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1830  | tensor(2.6893, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1840  | tensor(2.5728, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1850  | tensor(2.7690, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1860  | tensor(2.7348, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1870  | tensor(2.9229, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1880  | tensor(2.8797, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1890  | tensor(2.5396, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1900  | tensor(2.5443, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1910  | tensor(2.5333, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1920  | tensor(2.6217, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1930  | tensor(2.8529, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1940  | tensor(2.6905, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1950  | tensor(2.8127, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1960  | tensor(2.7291, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1970  | tensor(2.7099, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1980  | tensor(2.7639, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 1990  | tensor(2.9356, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2000  | tensor(2.7149, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2010  | tensor(2.7743, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2020  | tensor(2.6502, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2030  | tensor(2.8158, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2040  | tensor(2.6104, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2050  | tensor(2.7558, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2060  | tensor(2.7779, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2070  | tensor(2.7236, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2080  | tensor(2.9824, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2090  | tensor(2.7477, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2100  | tensor(2.7713, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2110  | tensor(2.6988, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2120  | tensor(2.8400, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2130  | tensor(2.6362, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2140  | tensor(2.7233, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2150  | tensor(2.8540, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2160  | tensor(2.5257, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2170  | tensor(2.7712, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2180  | tensor(2.6688, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2190  | tensor(2.4462, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2200  | tensor(2.7374, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2210  | tensor(2.6608, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2220  | tensor(2.7502, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2230  | tensor(2.6771, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2240  | tensor(2.5366, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2250  | tensor(2.6711, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2260  | tensor(2.7606, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2270  | tensor(2.7522, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2280  | tensor(2.7179, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2290  | tensor(2.8082, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2300  | tensor(2.5622, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2310  | tensor(2.6320, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2320  | tensor(2.6215, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2330  | tensor(2.7902, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2340  | tensor(2.9053, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2350  | tensor(2.7659, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2360  | tensor(2.7192, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2370  | tensor(2.5972, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2380  | tensor(2.8414, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2390  | tensor(2.6636, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2400  | tensor(2.6390, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2410  | tensor(2.7451, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2420  | tensor(2.6699, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2430  | tensor(2.8268, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2440  | tensor(2.5077, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2450  | tensor(2.6494, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2460  | tensor(2.7987, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2470  | tensor(2.6469, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2480  | tensor(2.8281, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2490  | tensor(2.7458, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2500  | tensor(2.8757, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2510  | tensor(2.6708, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2520  | tensor(2.6278, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2530  | tensor(2.8028, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2540  | tensor(2.6518, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2550  | tensor(2.7241, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2560  | tensor(2.8878, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2570  | tensor(2.5821, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2580  | tensor(2.7685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2590  | tensor(2.8580, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2600  | tensor(2.3923, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2610  | tensor(2.9018, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2620  | tensor(2.5030, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2630  | tensor(2.6759, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2640  | tensor(2.6373, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2650  | tensor(2.6993, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2660  | tensor(2.6664, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2670  | tensor(2.9694, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2680  | tensor(2.7377, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2690  | tensor(2.5717, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2700  | tensor(2.7094, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2710  | tensor(2.8441, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2720  | tensor(2.7767, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2730  | tensor(2.6739, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2740  | tensor(2.6422, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2750  | tensor(2.6489, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2760  | tensor(2.6814, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2770  | tensor(2.7374, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2780  | tensor(2.8164, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2790  | tensor(2.7003, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2800  | tensor(2.7058, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2810  | tensor(2.6343, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2820  | tensor(2.5719, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2830  | tensor(2.7327, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2840  | tensor(2.8822, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2850  | tensor(2.8202, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2860  | tensor(2.3873, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2870  | tensor(2.6547, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2880  | tensor(2.7501, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2890  | tensor(2.7324, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2900  | tensor(2.5948, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2910  | tensor(2.6289, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2920  | tensor(2.6281, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2930  | tensor(2.8026, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2940  | tensor(2.7651, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2950  | tensor(2.6406, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2960  | tensor(2.7153, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2970  | tensor(2.8164, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2980  | tensor(2.6725, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 2990  | tensor(2.5857, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3000  | tensor(2.7557, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3010  | tensor(2.7710, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3020  | tensor(2.7890, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3030  | tensor(2.6364, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3040  | tensor(2.9066, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3050  | tensor(2.6974, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3060  | tensor(2.6149, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3070  | tensor(2.8595, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3080  | tensor(3.0024, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3090  | tensor(3.0282, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3100  | tensor(2.5537, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3110  | tensor(2.6380, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3120  | tensor(2.5856, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3130  | tensor(2.7110, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3140  | tensor(2.6869, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3150  | tensor(2.7090, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3160  | tensor(2.8194, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3170  | tensor(2.6700, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3180  | tensor(2.7060, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3190  | tensor(2.7515, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3200  | tensor(2.7009, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3210  | tensor(2.8044, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3220  | tensor(2.8206, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3230  | tensor(2.8130, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3240  | tensor(2.7239, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3250  | tensor(2.7806, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3260  | tensor(2.7371, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3270  | tensor(2.8160, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3280  | tensor(2.8224, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3290  | tensor(2.7273, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3300  | tensor(2.7865, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3310  | tensor(2.5835, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3320  | tensor(2.6756, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3330  | tensor(2.6073, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3340  | tensor(2.7309, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3350  | tensor(2.7036, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3360  | tensor(2.5733, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3370  | tensor(2.5551, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3380  | tensor(2.7472, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3390  | tensor(2.5751, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3400  | tensor(2.7038, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3410  | tensor(2.6154, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3420  | tensor(2.8805, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3430  | tensor(2.6311, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3440  | tensor(2.5876, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3450  | tensor(2.8570, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3460  | tensor(2.8201, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3470  | tensor(2.9808, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3480  | tensor(2.6553, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3490  | tensor(2.7478, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3500  | tensor(2.6211, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3510  | tensor(2.4570, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3520  | tensor(2.6940, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3530  | tensor(2.6276, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3540  | tensor(2.8519, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3550  | tensor(2.5767, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3560  | tensor(2.7313, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3570  | tensor(2.7086, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3580  | tensor(2.6685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3590  | tensor(2.5561, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3600  | tensor(2.6685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3610  | tensor(2.7984, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3620  | tensor(2.5708, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3630  | tensor(2.5951, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3640  | tensor(2.7808, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3650  | tensor(2.6714, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3660  | tensor(2.7278, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3670  | tensor(2.7079, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3680  | tensor(2.7037, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3690  | tensor(2.6206, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3700  | tensor(2.6463, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3710  | tensor(2.7234, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3720  | tensor(2.7546, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3730  | tensor(2.8469, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3740  | tensor(2.7606, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3750  | tensor(2.6034, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3760  | tensor(2.8292, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3770  | tensor(2.8089, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3780  | tensor(2.4934, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3790  | tensor(2.8396, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3800  | tensor(2.6831, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3810  | tensor(2.5248, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3820  | tensor(2.6016, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3830  | tensor(2.7464, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3840  | tensor(2.7187, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3850  | tensor(2.7168, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3860  | tensor(2.7283, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3870  | tensor(2.4765, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3880  | tensor(2.7961, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3890  | tensor(2.7332, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3900  | tensor(2.6880, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3910  | tensor(2.6506, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3920  | tensor(2.8718, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3930  | tensor(2.8148, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3940  | tensor(2.7415, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  1   | 3950  | tensor(2.7973, device='cuda:0', grad_fn=<NllLossBackward0>)|
